gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_0,MultipleLines_1,TotalServices,AvgMonthlySpend,TenureGroup,HighValueCustomer,ContractRisk,Charge_Tenure_Interaction,MonthlyToTotalRatio,ExpectedVsActualCharges,ServiceEfficiency,CustomerCluster
0,0,0,0,10,1,0,0,0,0,0,0,0,1,20.9,247.0,0,0,0,1,0,0,0,1,1,0,1,22.454545454545453,0,0,2,209.0,0.0842741935483871,-38.0,123.5,1
1,0,0,0,7,1,0,0,0,0,0,0,0,0,73.6,520.0,1,0,1,0,0,0,1,0,0,1,1,65.0,0,1,2,515.1999999999999,0.14126679462571975,-4.800000000000068,260.0,0
0,0,0,0,9,1,0,0,0,0,0,0,0,1,74.75,706.6,1,0,1,0,0,0,1,0,0,1,1,70.66,0,1,2,672.75,0.10563877897117015,-33.85000000000002,353.3,0
0,0,0,1,1,1,1,0,0,0,0,0,0,0,49.9,49.9,0,1,0,0,0,0,0,1,1,0,2,24.95,0,0,2,49.9,0.9803536345776032,0.0,16.633333333333333,1
0,0,0,0,20,1,0,1,0,1,0,1,0,1,68.9,1370.35,0,1,0,0,0,1,0,0,0,1,4,65.2547619047619,1,0,2,1378.0,0.05024246180770774,7.650000000000091,274.07,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.25,20.25,0,0,0,1,0,0,0,1,1,0,1,10.125,0,0,2,20.25,0.9529411764705882,0.0,10.125,1
0,0,0,0,29,1,0,0,0,0,0,0,0,1,76.0,2215.25,0,0,1,0,0,1,0,0,0,1,1,73.84166666666667,1,1,2,2204.0,0.03429216018048505,-11.25,1107.625,0
1,0,0,0,1,1,0,0,0,1,0,0,0,0,74.0,74.0,0,0,1,0,0,0,1,0,1,0,2,37.0,0,1,2,74.0,0.9866666666666667,0.0,24.666666666666668,0
1,0,0,0,3,1,1,0,0,1,0,0,0,1,82.3,214.4,0,0,1,0,0,0,0,1,1,0,3,53.6,0,1,2,246.89999999999998,0.3820798514391829,32.49999999999997,53.6,0
0,0,0,0,20,1,1,0,1,0,1,0,0,1,89.4,1871.15,0,0,1,0,1,0,0,0,1,0,4,89.10238095238095,1,1,2,1788.0,0.047752583927569904,-83.15000000000009,374.23,0
1,0,0,1,64,1,0,1,0,1,1,1,0,1,99.15,6171.2,0,0,1,0,0,1,0,0,1,0,5,94.94153846153846,2,1,2,6345.6,0.016063964226693886,174.40000000000055,1028.5333333333333,2
0,0,0,0,6,0,1,0,0,0,0,0,0,0,29.45,161.45,0,1,0,0,1,0,0,0,1,0,1,23.064285714285713,0,0,2,176.7,0.18128654970760236,15.25,80.725,1
1,0,1,0,50,1,0,0,0,0,0,0,2,0,19.8,1013.2,0,0,0,1,0,0,1,0,1,0,1,19.866666666666667,2,0,0,990.0,0.019522776572668113,-23.200000000000045,506.6,1
1,0,0,0,6,1,1,0,0,0,0,1,0,1,59.15,336.7,0,1,0,0,1,0,0,0,1,0,3,48.1,0,0,2,354.9,0.17515546342907906,18.19999999999999,84.175,1
1,0,1,1,7,1,0,0,0,0,0,0,0,0,44.75,333.65,0,1,0,0,0,0,1,0,1,0,1,41.70625,0,0,2,313.25,0.13372179889436725,-20.399999999999977,166.825,1
1,0,1,1,72,1,0,0,1,0,0,1,2,1,90.8,6511.8,0,0,1,0,0,1,0,0,0,1,3,89.2027397260274,2,1,0,6537.599999999999,0.01394177619457069,25.799999999999272,1627.95,2
1,0,1,0,8,1,0,1,0,0,0,0,0,1,49.55,393.45,0,1,0,0,1,0,0,0,1,0,2,43.71666666666667,0,0,2,396.4,0.12561794904297122,2.9499999999999886,131.15,1
0,0,1,1,64,1,1,0,0,1,1,1,2,0,106.7,7009.5,0,0,1,0,0,1,0,0,0,1,5,107.83846153846154,2,1,0,6828.8,0.015220027102203838,-180.69999999999982,1168.25,2
0,1,1,0,24,1,0,0,0,0,1,1,0,1,93.55,2264.05,1,0,1,0,0,0,1,0,0,1,3,90.56200000000001,1,1,2,2245.2,0.04130151652281406,-18.850000000000364,566.0125,0
0,0,1,0,72,1,1,0,0,0,0,1,2,1,94.45,6921.7,0,0,1,0,0,1,0,0,0,1,3,94.81780821917808,2,1,0,6800.400000000001,0.013643520591676658,-121.29999999999927,1730.425,2
1,0,1,1,33,1,0,0,0,0,0,0,1,1,19.45,600.25,0,0,0,1,1,0,0,0,1,0,1,17.654411764705884,1,0,1,641.85,0.032349272349272346,41.60000000000002,300.125,1
1,0,0,0,2,0,0,0,0,0,0,0,0,1,25.05,56.35,1,1,0,0,0,0,1,0,1,0,0,18.783333333333335,0,0,2,50.1,0.43679163034001744,-6.25,56.35,1
1,0,1,0,70,1,1,1,0,1,0,1,2,0,67.95,4664.15,0,1,0,0,0,0,0,1,1,0,5,65.69225352112676,2,0,0,4756.5,0.014565448056332595,92.35000000000036,777.3583333333332,2
0,0,0,0,22,1,0,1,1,0,1,0,1,0,65.25,1441.8,0,1,0,0,1,0,0,0,1,0,4,62.68695652173913,1,0,1,1435.5,0.045224563349043526,-6.2999999999999545,288.36,1
0,0,0,0,59,1,1,1,1,0,0,1,0,1,99.45,5623.7,0,0,1,0,1,0,0,0,0,1,5,93.72833333333332,2,1,2,5867.55,0.017680942983625794,243.85000000000036,937.2833333333333,2
1,0,0,0,36,1,0,0,0,0,0,0,1,1,20.35,695.85,0,0,0,1,0,1,0,0,1,0,1,18.80675675675676,1,0,1,732.6,0.029202841357537493,36.75,347.925,1
0,0,1,1,51,1,0,0,0,0,0,0,2,0,19.95,1028.75,0,0,0,1,0,0,0,1,1,0,1,19.783653846153847,2,0,0,1017.4499999999999,0.019373634377276037,-11.300000000000068,514.375,1
1,0,1,0,53,1,1,0,1,1,1,0,1,0,77.4,4155.95,0,1,0,0,1,0,0,0,0,1,5,76.96203703703704,2,1,1,4102.200000000001,0.01861942048857937,-53.74999999999909,692.6583333333333,2
0,0,1,1,20,1,0,0,0,0,0,0,1,1,19.7,395.6,0,0,0,1,1,0,0,0,1,0,1,18.83809523809524,1,0,1,394.0,0.0496722138174483,-1.6000000000000227,197.8,1
1,0,1,0,63,1,1,0,1,0,1,1,2,0,99.7,6330.4,0,0,1,0,0,1,0,0,1,0,5,98.9125,2,1,0,6281.1,0.015746912215307832,-49.29999999999927,1055.0666666666666,2
0,0,0,0,40,1,0,1,0,0,0,0,0,0,74.8,2971.7,0,0,1,0,0,1,0,0,1,0,2,72.48048780487804,2,1,2,2992.0,0.02516231035758738,20.300000000000182,990.5666666666666,0
1,0,0,0,35,1,0,0,0,0,0,0,1,1,19.15,638.0,0,0,0,1,0,0,0,1,1,0,1,17.72222222222222,1,0,1,670.25,0.029968701095461656,32.25,319.0,1
1,0,1,1,26,1,0,0,0,0,0,1,1,0,78.95,2034.25,0,0,1,0,1,0,0,0,1,0,2,75.3425925925926,1,1,1,2052.7000000000003,0.03879130327969537,18.450000000000273,678.0833333333334,0
1,1,1,0,27,1,0,1,1,0,0,1,0,1,95.55,2510.2,1,0,1,0,0,0,1,0,0,1,4,89.64999999999999,1,1,2,2579.85,0.03804953806944887,69.65000000000009,502.03999999999996,0
1,0,0,1,53,1,1,1,0,1,0,0,1,0,62.85,3419.5,0,1,0,0,0,1,0,0,1,0,4,63.324074074074076,2,0,1,3331.05,0.018374506651074405,-88.44999999999982,683.9,2
1,1,1,0,34,1,0,0,0,0,0,0,0,0,71.55,2427.35,0,0,1,0,0,1,0,0,1,0,1,69.35285714285715,1,1,2,2432.7,0.0294644511705479,5.349999999999909,1213.675,0
0,1,1,0,19,1,0,0,0,0,1,1,0,1,94.95,1760.25,0,0,1,0,0,0,1,0,0,1,3,88.0125,1,1,2,1804.05,0.053910574875798443,43.799999999999955,440.0625,0
1,0,1,0,43,1,1,1,1,0,0,0,0,1,86.1,3551.65,0,0,1,0,0,1,0,0,1,0,4,80.71931818181818,2,1,2,3702.2999999999997,0.02423542989036353,150.64999999999964,710.33,2
1,0,1,1,6,1,0,0,0,0,0,0,0,0,19.55,122.9,0,0,0,1,0,0,0,1,1,0,1,17.557142857142857,0,0,2,117.30000000000001,0.15778853914447136,-5.599999999999994,61.45,1
1,0,0,1,56,1,0,0,0,0,0,0,2,1,24.8,1424.2,0,0,0,1,0,0,0,1,0,1,1,24.985964912280703,2,0,0,1388.8,0.017401066516980073,-35.40000000000009,712.1,1
1,0,0,0,57,0,0,1,0,0,1,0,0,1,39.3,2111.45,1,1,0,0,0,0,1,0,1,0,2,36.404310344827586,2,0,2,2240.1,0.01860399062699709,128.6500000000001,703.8166666666666,1
1,0,1,1,34,1,0,0,1,0,1,0,0,1,91.75,2909.95,0,0,1,0,0,0,0,1,1,0,3,83.14142857142856,1,1,2,3119.5,0.0315189199402257,209.55000000000018,727.4875,0
0,0,0,0,10,0,0,1,0,1,0,0,0,0,36.25,374.0,0,1,0,0,0,0,1,0,1,0,2,34.0,0,0,2,362.5,0.09666666666666666,-11.5,124.66666666666667,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.25,20.25,1,0,0,1,0,0,0,1,1,0,1,10.125,0,0,2,20.25,0.9529411764705882,0.0,10.125,1
0,0,0,0,13,1,0,0,0,0,0,0,0,1,23.9,300.8,1,1,0,0,0,0,1,0,1,0,1,21.485714285714288,1,0,2,310.7,0.07919151756129887,9.899999999999977,150.4,1
1,0,0,0,56,1,0,1,0,0,1,1,0,0,98.6,5581.05,0,0,1,0,0,0,1,0,0,1,4,97.91315789473684,2,1,2,5521.599999999999,0.017663761521304895,-59.45000000000073,1116.21,2
0,0,1,0,55,1,0,1,1,0,1,1,0,1,103.65,5676.65,0,0,1,0,0,1,0,0,0,1,5,101.36874999999999,2,1,2,5700.75,0.01825579244934084,24.100000000000364,946.1083333333332,2
0,0,1,1,36,1,1,1,1,1,1,1,2,1,92.9,3379.25,0,1,0,0,0,1,0,0,0,1,7,91.33108108108108,1,1,0,3344.4,0.02748317432142593,-34.84999999999991,422.40625,2
1,0,1,0,47,1,0,0,0,0,0,0,1,0,19.9,942.95,0,0,0,1,1,0,0,0,1,0,1,19.644791666666666,2,0,1,935.3,0.02108162508607447,-7.650000000000091,471.475,1
0,0,1,1,12,1,0,0,0,0,0,0,0,1,20.1,232.4,0,0,0,1,0,1,0,0,1,0,1,17.876923076923077,0,0,2,241.20000000000002,0.08611825192802057,8.800000000000011,116.2,1
0,0,0,0,1,1,0,0,1,0,1,0,0,1,85.45,85.45,1,0,1,0,0,0,1,0,1,0,3,42.725,0,1,2,85.45,0.9884326200115674,0.0,21.3625,0
1,1,0,0,24,1,0,1,0,0,0,0,0,1,80.5,2088.45,0,0,1,0,0,0,1,0,0,1,2,83.538,1,1,2,1932.0,0.038526885065447845,-156.44999999999982,696.15,0
0,0,0,0,63,1,0,1,0,0,1,1,1,0,99.9,6293.700000000001,1,0,1,0,1,0,0,0,0,1,4,98.33906250000001,2,1,1,6293.700000000001,0.01587049422530065,0.0,1258.7400000000002,2
0,1,0,0,35,0,0,0,1,0,1,0,0,1,39.85,1434.6,0,1,0,0,0,0,1,0,1,0,2,39.849999999999994,1,0,2,1394.75,0.02775842853162441,-39.84999999999991,478.2,1
0,0,0,0,67,1,1,1,0,1,0,0,1,0,60.5,3870.0,0,1,0,0,0,0,1,0,1,0,4,56.911764705882355,2,0,1,4053.5,0.01562903642469646,183.5,774.0,2
1,0,0,0,25,1,0,0,0,0,0,1,0,1,84.8,2043.45,1,0,1,0,0,0,1,0,0,1,2,78.59423076923078,1,1,2,2120.0,0.041478148157206095,76.54999999999995,681.15,0
1,0,0,0,21,1,1,0,1,0,1,1,0,0,103.85,2215.0,0,0,1,0,0,0,0,1,0,1,5,100.68181818181819,1,1,2,2180.85,0.046863718411552346,-34.15000000000009,369.1666666666667,0
0,0,0,0,13,1,1,1,0,1,0,1,0,0,67.8,842.25,0,1,0,0,1,0,0,0,1,0,5,60.160714285714285,1,0,2,881.4,0.08040320189742069,39.14999999999998,140.375,1
1,0,1,0,35,1,0,0,0,0,0,0,0,1,75.2,2576.2,1,0,1,0,0,0,1,0,0,1,1,71.5611111111111,1,1,2,2632.0,0.029178953903461122,55.80000000000018,1288.1,0
1,1,1,0,71,1,0,0,0,0,0,0,2,0,24.85,1901.0,0,0,0,1,1,0,0,0,0,1,1,26.40277777777778,2,0,0,1764.3500000000001,0.013065194532071504,-136.64999999999986,950.5,1
0,0,0,0,29,1,0,0,0,0,0,0,0,0,19.35,601.6,0,0,0,1,0,1,0,0,1,0,1,20.053333333333335,1,0,2,561.1500000000001,0.03211085297046134,-40.44999999999993,300.8,1
1,0,1,0,71,0,0,1,0,0,1,1,2,0,49.35,3515.25,1,1,0,0,0,0,1,0,1,0,3,48.822916666666664,2,0,0,3503.85,0.014034838250977604,-11.400000000000091,878.8125,2
1,1,1,0,7,1,0,0,0,0,1,1,0,1,89.0,605.45,0,0,1,0,0,0,1,0,1,0,3,75.68125,0,1,2,623.0,0.14675570945667407,17.549999999999955,151.3625,0
0,1,0,0,57,0,0,1,1,0,1,1,0,1,55.0,3094.05,0,1,0,0,0,0,1,0,1,0,4,53.345689655172414,2,0,2,3135.0,0.017770310657339944,40.94999999999982,618.8100000000001,2
1,0,1,0,65,1,1,0,1,1,0,1,2,0,76.15,4929.55,0,1,0,0,1,0,0,0,0,1,5,74.69015151515151,2,1,0,4949.75,0.015444524444534586,20.199999999999818,821.5916666666667,2
1,0,0,0,27,1,0,0,0,0,0,0,1,0,20.3,595.05,0,0,0,1,0,0,0,1,1,0,1,21.251785714285713,1,0,1,548.1,0.03405754550792719,-46.94999999999993,297.525,1
1,0,0,0,6,1,0,0,0,0,0,0,0,1,74.9,469.8,1,0,1,0,0,0,1,0,0,1,1,67.11428571428571,0,1,2,449.40000000000003,0.1590909090909091,-20.399999999999977,234.9,0
0,1,0,0,72,1,1,1,1,1,1,1,2,1,117.35,8436.25,0,0,1,0,0,1,0,0,0,1,7,115.56506849315069,2,1,0,8449.199999999999,0.013908560253637145,12.949999999998909,1054.53125,2
1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.75,19.75,0,0,0,1,0,0,0,1,1,0,1,9.875,0,0,2,19.75,0.9518072289156626,0.0,9.875,1
1,0,0,0,11,1,0,0,0,0,0,0,0,0,45.2,497.20000000000005,0,1,0,0,0,1,0,0,1,0,1,41.43333333333334,0,0,2,497.20000000000005,0.09072661581694098,0.0,248.60000000000002,1
1,0,1,1,39,1,0,0,0,0,0,0,2,0,25.2,987.95,0,0,0,1,0,0,0,1,0,1,1,24.69875,2,0,0,982.8,0.025481571363567417,-5.150000000000091,493.975,1
0,1,0,0,59,1,1,1,1,0,0,0,0,1,89.75,5496.9,0,0,1,0,0,0,1,0,0,1,4,91.615,2,1,2,5295.25,0.016324414776551048,-201.64999999999964,1099.3799999999999,2
1,0,0,0,26,1,1,0,0,1,1,1,1,0,75.0,1908.35,0,1,0,0,1,0,0,0,1,0,5,70.67962962962963,1,1,1,1950.0,0.03928038337654176,41.65000000000009,318.05833333333334,2
1,1,0,0,2,1,0,0,1,0,0,0,0,0,49.95,107.1,0,1,0,0,0,0,0,1,1,0,2,35.699999999999996,0,0,2,99.9,0.4620721554116559,-7.199999999999989,35.699999999999996,1
0,0,1,1,72,0,1,1,1,1,1,1,2,0,65.7,4575.35,0,1,0,0,1,0,0,0,1,0,6,62.67602739726028,2,0,0,4730.400000000001,0.014356419417221147,155.05000000000018,653.6214285714286,2
1,0,1,0,65,1,1,1,1,0,0,0,1,0,67.05,4309.55,0,1,0,0,0,1,0,0,0,1,4,65.29621212121212,2,0,1,4358.25,0.015554859588683577,48.69999999999982,861.9100000000001,2
1,0,1,1,72,1,0,1,1,1,1,1,2,0,110.9,7922.75,0,0,1,0,0,1,0,0,0,1,6,108.53082191780823,2,1,0,7984.8,0.013995898406688754,62.05000000000018,1131.8214285714287,2
1,0,0,0,6,1,0,0,0,1,0,1,0,1,87.95,522.35,0,0,1,0,1,0,0,0,0,1,3,74.62142857142858,0,1,2,527.7,0.16805197286710613,5.350000000000023,130.5875,0
1,1,0,0,32,1,0,0,0,0,0,0,1,1,19.8,587.7,0,0,0,1,0,1,0,0,1,0,1,17.809090909090912,1,0,1,633.6,0.033633429590623404,45.89999999999998,293.85,1
0,0,1,0,50,1,0,0,1,0,1,1,1,0,75.7,3876.2,0,1,0,0,1,0,0,0,1,0,4,76.00392156862745,2,1,1,3785.0,0.01952439905086145,-91.19999999999982,775.24,2
1,0,1,0,61,0,1,0,1,1,1,1,2,1,62.15,3778.85,0,1,0,0,0,0,0,1,1,0,5,60.94919354838709,2,0,0,3791.15,0.016442451420029897,12.300000000000182,629.8083333333333,2
0,0,0,0,15,1,0,1,1,0,1,1,0,1,101.25,1457.25,1,0,1,0,0,0,1,0,1,0,5,91.078125,1,1,2,1518.75,0.0694325390022287,61.5,242.875,0
1,0,1,0,72,1,1,1,1,1,1,1,2,0,115.15,8349.45,0,0,1,0,1,0,0,0,0,1,7,114.37602739726029,2,1,0,8290.800000000001,0.013789676005484733,-58.649999999999636,1043.68125,2
1,0,0,0,9,1,0,0,0,0,0,0,0,1,18.95,185.6,1,0,0,1,0,0,0,1,1,0,1,18.56,0,0,2,170.54999999999998,0.10155412647374062,-15.050000000000011,92.8,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.5,19.5,0,0,0,1,0,0,0,1,1,0,1,9.75,0,0,2,19.5,0.9512195121951219,0.0,9.75,1
0,0,0,0,12,1,0,0,0,0,0,1,0,1,86.55,1066.9,0,0,1,0,0,0,1,0,0,1,2,82.06923076923077,0,1,2,1038.6,0.08104691450510347,-28.300000000000182,355.6333333333334,0
0,0,0,0,37,0,0,0,0,1,0,0,0,0,28.6,973.55,1,1,0,0,0,1,0,0,1,0,1,25.61973684210526,2,0,2,1058.2,0.029346878046277773,84.65000000000009,486.775,1
1,0,1,1,61,1,0,0,0,0,0,0,1,0,20.4,1226.45,0,0,0,1,0,0,0,1,1,0,1,19.781451612903226,2,0,1,1244.3999999999999,0.01661982158132714,17.949999999999818,613.225,1
1,0,1,1,18,1,0,0,0,0,0,0,1,0,19.8,342.3,0,0,0,1,1,0,0,0,1,0,1,18.01578947368421,1,0,1,356.40000000000003,0.05767550247596854,14.100000000000023,171.15,1
1,0,0,1,21,1,0,0,0,0,0,0,0,0,45.65,985.05,0,1,0,0,0,0,0,1,1,0,1,44.775,1,0,2,958.65,0.046295826783631665,-26.399999999999977,492.525,1
1,0,1,1,68,0,1,1,1,1,0,1,2,1,56.4,3948.45,0,1,0,0,0,0,0,1,1,0,5,57.223913043478255,2,0,0,3835.2,0.014280469432452621,-113.25,658.0749999999999,2
1,1,0,0,12,1,0,0,0,0,0,0,0,1,73.3,828.05,0,0,1,0,0,1,0,0,0,1,1,63.69615384615384,0,1,2,879.5999999999999,0.08841445027441047,51.549999999999955,414.025,0
0,1,0,0,2,0,0,0,0,0,0,0,0,0,24.35,41.85,1,1,0,0,0,0,1,0,1,0,0,13.950000000000001,0,0,2,48.7,0.5682613768961494,6.850000000000001,41.85,1
0,0,1,0,62,1,0,0,1,0,1,1,0,1,101.35,6164.7,0,0,1,0,0,0,1,0,0,1,4,97.85238095238095,2,1,2,6283.7,0.016437711857534423,119.0,1232.94,2
0,1,0,0,29,1,0,0,0,1,1,1,0,0,98.65,2862.75,1,0,1,0,0,0,1,0,0,1,4,95.425,1,1,2,2860.8500000000004,0.034447839371453515,-1.8999999999996362,572.55,0
1,0,0,1,1,0,0,1,0,1,0,0,0,0,33.6,33.6,0,1,0,0,0,0,0,1,1,0,2,16.8,0,0,2,33.6,0.9710982658959537,0.0,11.200000000000001,1
1,1,1,0,5,1,0,0,1,0,0,0,0,1,79.9,343.95,1,0,1,0,1,0,0,0,0,1,2,57.324999999999996,0,1,2,399.5,0.23162777214089,55.55000000000001,114.64999999999999,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.7,20.7,0,0,0,1,0,0,1,0,1,0,1,10.35,0,0,2,20.7,0.9539170506912442,0.0,10.35,1
1,0,0,1,62,1,0,0,1,1,1,1,2,1,104.05,6590.5,0,0,1,0,0,0,1,0,0,1,5,104.61111111111111,2,1,0,6451.099999999999,0.0157854813016764,-139.40000000000055,1098.4166666666667,2
0,0,1,1,36,1,0,0,0,0,0,0,2,0,20.25,717.95,0,0,0,1,1,0,0,0,1,0,1,19.404054054054054,1,0,0,729.0,0.028166075526809928,11.049999999999955,358.975,1
0,1,0,0,28,1,0,0,1,1,1,1,0,1,103.3,2890.65,1,0,1,0,0,0,1,0,0,1,5,99.67758620689655,1,1,2,2892.4,0.0357235488388982,1.75,481.77500000000003,0
0,0,1,1,69,1,1,0,0,1,1,0,1,0,73.7,4885.85,0,1,0,0,0,0,1,0,0,1,4,69.79785714285715,2,1,1,5085.3,0.015081289583269385,199.44999999999982,977.1700000000001,2
0,0,1,0,11,1,1,0,0,1,1,0,0,1,96.2,1222.05,1,0,1,0,0,1,0,0,0,1,4,101.83749999999999,0,1,2,1058.2,0.07865581946772414,-163.8499999999999,244.41,0
0,0,1,0,63,1,0,1,1,1,1,1,0,1,108.75,6871.7,0,0,1,0,0,0,1,0,0,1,6,107.3703125,2,1,2,6851.25,0.015823475489982104,-20.449999999999818,981.6714285714286,2
1,0,0,0,23,1,0,0,0,0,0,0,1,0,20.15,405.6,0,0,0,1,1,0,0,0,1,0,1,16.900000000000002,1,0,1,463.45,0.04955730447614362,57.849999999999966,202.8,1
1,0,0,0,10,1,0,0,0,0,0,0,0,0,19.75,208.25,0,0,0,1,0,1,0,0,1,0,1,18.931818181818183,0,0,2,197.5,0.09438470728793309,-10.75,104.125,1
0,0,1,0,71,1,0,0,0,0,0,0,2,1,25.95,1801.9,0,0,0,1,0,1,0,0,0,1,1,25.02638888888889,2,0,0,1842.45,0.014393477175661433,40.549999999999955,900.95,1
0,1,0,0,45,1,1,0,0,1,0,1,0,1,70.05,3062.45,0,1,0,0,0,0,1,0,0,1,4,66.575,2,0,2,3152.25,0.022866376144542917,89.80000000000018,612.49,0
0,0,1,1,70,1,0,0,0,0,0,0,2,0,24.05,1764.75,0,0,0,1,0,0,0,1,0,1,1,24.8556338028169,2,0,0,1683.5,0.013620274670819766,-81.25,882.375,1
0,0,0,1,22,1,0,0,0,0,0,1,0,1,84.75,1816.75,0,0,1,0,0,0,1,0,0,1,2,78.98913043478261,1,1,2,1864.5,0.04662357309861092,47.75,605.5833333333334,0
0,0,1,1,52,1,0,0,0,0,0,0,2,0,23.05,1255.1,0,0,0,1,0,0,0,1,1,0,1,23.681132075471698,2,0,0,1198.6000000000001,0.018350449804951836,-56.49999999999977,627.55,1
1,0,1,0,55,1,0,0,1,1,1,1,1,1,104.15,5743.05,1,0,1,0,0,0,1,0,0,1,5,102.55446428571429,2,1,1,5728.25,0.0181318059557281,-14.800000000000182,957.1750000000001,2
0,0,0,0,65,0,1,0,1,1,1,1,2,0,59.95,3921.1,0,1,0,0,0,0,1,0,1,0,5,59.41060606060606,2,0,0,3896.75,0.015285178858264706,-24.34999999999991,653.5166666666667,2
0,0,1,1,72,1,0,0,0,0,0,0,2,0,19.55,1463.45,0,0,0,1,1,0,0,0,1,0,1,20.047260273972604,2,0,0,1407.6000000000001,0.013349721738536652,-55.84999999999991,731.725,1
1,0,1,0,10,1,0,0,0,0,0,0,1,0,19.6,189.45,0,0,0,1,1,0,0,0,1,0,1,17.222727272727273,0,0,1,196.0,0.10291415069572067,6.550000000000011,94.725,1
0,0,0,1,7,1,0,0,0,0,0,0,1,0,20.05,96.8,0,0,0,1,0,0,0,1,1,0,1,12.1,0,0,1,140.35,0.20501022494887527,43.55,48.4,1
1,1,0,0,5,1,0,1,0,0,0,1,0,1,85.55,408.5,0,0,1,0,0,0,1,0,1,0,3,68.08333333333333,0,1,2,427.75,0.2089133089133089,19.25,102.125,0
0,0,1,1,24,1,1,0,1,0,1,1,2,0,78.6,1846.65,0,1,0,0,0,1,0,0,0,1,5,73.866,1,1,0,1886.3999999999999,0.04254052444997699,39.74999999999977,307.77500000000003,2
0,0,1,1,72,1,1,1,1,1,1,1,2,1,116.8,8456.75,0,0,1,0,0,1,0,0,0,1,7,115.8458904109589,2,1,0,8409.6,0.013809819396411575,-47.149999999999636,1057.09375,2
1,0,0,0,21,0,1,0,0,1,1,0,0,1,43.55,1011.5,0,1,0,0,0,0,0,1,1,0,3,45.97727272727273,1,0,2,914.55,0.04301234567901234,-96.95000000000005,252.875,1
1,0,1,0,69,0,0,1,1,1,1,1,1,1,60.8,4263.4,0,1,0,0,0,1,0,0,1,0,5,60.90571428571428,2,0,1,4195.2,0.014257574336366196,-68.19999999999982,710.5666666666666,2
1,0,1,1,44,1,0,1,0,1,0,0,0,1,54.9,2549.1,0,1,0,0,1,0,0,0,1,0,3,56.64666666666666,2,0,2,2415.6,0.021528567507156583,-133.5,637.275,1
0,1,1,1,61,1,0,0,1,0,1,0,1,1,65.2,3965.05,0,1,0,0,0,0,1,0,0,1,3,63.95241935483871,2,0,1,3977.2000000000003,0.016439530515248168,12.150000000000091,991.2625,2
1,1,0,0,24,1,0,1,1,0,1,1,0,1,102.95,2496.7,1,0,1,0,0,1,0,0,0,1,5,99.868,1,1,2,2470.8,0.04121792048684791,-25.899999999999636,416.1166666666666,0
0,0,0,0,1,1,0,0,0,0,1,1,0,0,90.6,90.6,1,0,1,0,0,0,1,0,1,0,3,45.3,0,1,2,90.6,0.9890829694323144,0.0,22.65,0
0,0,0,0,6,1,0,0,0,1,0,0,0,1,50.8,288.05,1,1,0,0,1,0,0,0,1,0,2,41.15,0,0,2,304.79999999999995,0.175748140460128,16.749999999999943,96.01666666666667,1
1,0,0,0,4,1,0,1,0,0,0,1,0,1,90.05,368.1,1,0,1,0,0,0,1,0,0,1,3,73.62,0,1,2,360.2,0.24397182335410456,-7.900000000000034,92.025,0
1,0,1,0,72,1,0,1,1,1,1,1,2,1,108.2,7840.6,0,0,1,0,0,0,1,0,0,1,6,107.4054794520548,2,1,0,7790.400000000001,0.013798204448071822,-50.19999999999982,1120.0857142857144,2
1,0,0,0,72,1,1,1,1,1,1,1,2,0,92.0,6632.75,0,1,0,0,1,0,0,0,0,1,7,90.85958904109589,2,1,0,6624.0,0.01386847559826644,-8.75,829.09375,2
1,1,1,0,14,1,0,0,0,0,0,0,0,1,75.1,1013.35,0,0,1,0,0,0,1,0,0,1,1,67.55666666666667,1,1,2,1051.3999999999999,0.07403756099965494,38.04999999999984,506.675,0
1,0,0,0,7,1,0,0,0,0,0,0,0,1,25.05,152.95,0,0,0,1,1,0,0,0,0,1,1,19.11875,0,0,2,175.35,0.1627151672620981,22.400000000000006,76.475,1
0,0,0,0,48,1,0,1,0,0,0,0,1,0,75.15,3772.65,0,0,1,0,0,0,1,0,1,0,2,76.99285714285715,2,1,1,3607.2000000000003,0.019914406476488282,-165.44999999999982,1257.55,0
1,0,1,1,55,1,0,0,0,0,0,0,1,0,20.15,1026.35,0,0,0,1,0,0,0,1,1,0,1,18.32767857142857,2,0,1,1108.25,0.019613568890835646,81.90000000000009,513.175,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.3,19.3,0,0,0,1,0,1,0,0,1,0,1,9.65,0,0,2,19.3,0.9507389162561576,0.0,9.65,1
1,0,0,0,45,1,0,1,1,1,1,1,1,0,112.2,5031.85,0,0,1,0,0,1,0,0,1,0,6,109.38804347826088,2,1,1,5049.0,0.02229353149805776,17.149999999999636,718.8357142857143,2
